"","X1","X2","X3","X4","X5"
"X1",0.000184826204852285,-0.000144640996086667,0.000134216789798624,7.20832063195385e-05,0.0001564061118198
"X2",-0.000144640996086667,0.000507542680806176,-0.000130240780114646,-1.30338012898378e-05,-0.000171108307428423
"X3",0.000134216789798624,-0.000130240780114646,0.000199082779672269,0.000225529619078865,0.000228922212323278
"X4",7.20832063195385e-05,-1.30338012898378e-05,0.000225529619078865,0.000419717022969092,0.000284333747627305
"X5",0.0001564061118198,-0.000171108307428423,0.000228922212323278,0.000284333747627305,0.000283040749073511
